time,open,high,low,close,volume,amount
2019-09-27 13:40:00,1017.167688,1017.167688,1016.301276,1016.301276,18400,21598672.0
2019-09-27 13:45:00,1016.301276,1017.167688,1015.45219224,1017.0984616812,27700,32499792.0
2019-09-27 13:50:00,1017.0984616812,1017.13303152,1015.46085636,1015.53016932,27100,31776832.0
2019-09-27 13:55:00,1015.54749756,1017.9474588,1015.5215052,1016.37058896,31862,37395136.0
2019-09-27 14:00:00,1016.37058896,1017.1243674,1016.3533473612,1016.3879172,13100,15368256.0
2019-09-27 14:05:00,1016.3879172,1018.0341,1016.37058896,1018.0341,26700,31346368.0
2019-09-27 14:10:00,1018.0341,1018.0341,1016.82978732,1017.26299332,19910,23386432.0
2019-09-27 14:15:00,1017.26299332,1018.0341,1016.81245908,1017.84348936,27558,32363984.0
2019-09-27 14:20:00,1017.84348936,1018.0341,1017.4276982412,1018.0341,15500,18209520.0
2019-09-27 14:25:00,1018.02543588,1018.0341,1017.79150464,1017.98211528,23800,27961712.0
2019-09-27 14:30:00,1017.98211528,1017.9907794,1016.3446832412,1017.0377262,25700,30168768.0
2019-09-27 14:35:00,1017.05505444,1017.05505444,1016.42257368,1016.61318432,27600,32390608.0
2019-09-27 14:40:00,1016.61318432,1016.61318432,1015.2616682412,1015.434864,48151,56451520.0
2019-09-27 14:45:00,1015.434864,1017.600894,1015.434864,1016.3533473612,32280,37880464.0
2019-09-27 14:50:00,1017.1243674,1017.1243674,1015.3482228,1016.3879172,37270,43708976.0
2019-09-27 14:55:00,1016.3879172,1018.0341,1016.3879172,1016.52654312,43500,51062912.0
2019-09-27 15:00:00,1016.4312378,1017.817497,1016.40524544,1017.817497,81423,95616272.0
2019-09-30 09:35:00,1007.637156,1007.637156,1000.922463,1007.637156,328754,381357440.0
2019-09-30 09:40:00,1007.637156,1013.2082718012,1007.48120184,1011.11146812,122638,143012624.0
2019-09-30 09:45:00,1011.87391068,1011.87391068,1007.27326296,1007.27326296,66101,76965440.0
2019-09-30 09:50:00,1007.637156,1010.669598,1006.9007058,1007.66314836,50700,59004336.0
2019-09-30 09:55:00,1007.65448424,1007.65448424,1004.95994292,1005.04658412,90600,105234192.0
2019-09-30 10:00:00,1005.06391236,1005.2979302412,1002.01414212,1003.0451724,96664,111973296.0
2019-09-30 10:05:00,1003.0451724,1005.03792,1002.44734812,1003.3485032412,88483,102473280.0
2019-09-30 10:10:00,1003.31376012,1006.0517086812,1003.305096,1004.63937048,62424,72365760.0
2019-09-30 10:15:00,1004.63937048,1005.471126,1004.0848668,1004.84730936,54358,63040000.0
2019-09-30 10:20:00,1004.24082096,1004.83864524,1001.78021088,1002.55131756,75560,87467488.0
2019-09-30 10:25:00,1002.89788236,1008.936774,1002.89788236,1008.936774,61991,71932480.0
2019-09-30 10:30:00,1007.637156,1009.26601056,1005.22853064,1006.770744,50060,58176704.0
2019-09-30 10:35:00,1006.770744,1006.770744,1005.23719476,1006.6062123612,34716,40315200.0
2019-09-30 10:40:00,1006.6407822,1007.3772324,1005.28917948,1006.00830144,21533,25007248.0
2019-09-30 10:45:00,1006.1643422412,1006.76207988,1005.92166024,1005.93898848,17500,20325584.0
2019-09-30 10:50:00,1006.01696556,1006.35486624,1005.93032436,1005.9909732,17673,20520528.0
2019-09-30 10:55:00,1006.35486624,1007.1606294,1005.93032436,1005.93032436,23700,27526544.0
2019-09-30 11:00:00,1005.85234728,1005.89566788,1003.01051592,1003.305096,29727,34460128.0
